return_frequency,return_to_order_ratio,recent_return_count,return_value_ratio,avg_order_value,avg_return_value,account_age_days,order_frequency,days_since_purchase,historical_return_rate,category_return_rate,category_baseline_return_rate,verified_abuse_history,baseline_deviation,drift_score,return_burst_flag,high_value_concentration,abnormal_timing_flag,cross_category_flag,account_age_risk,recent_order_frequency_change,refund_amount_last_30_days,payment_amount,refund_amount,payment_count_7d,payment_count_30d,refund_count_7d,refund_count_30d,payment_frequency,refund_frequency,transaction_velocity,historical_refund_rate,current_refund_rate,refund_to_payment_ratio,avg_historical_refund_amount,time_between_payment_and_refund,days_since_payment,is_abuse
0.0,0.0,0,1.727,242.05,0.0,129,0.665,23,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,417.94,417.94,0,1,0,0,0.93,0.0,0.21,0.0,0.0,0.4317,0.0,23,23,0
0.0,0.0,0,1.0,216.99,0.0,29,0.538,29,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,1,1.936,0.0,216.99,216.99,0,1,0,0,1.03,0.0,0.24,0.0,0.0,1.0,0.0,29,29,0
0.0,0.5,0,0.379,180.05,170.83,825,0.208,22,0.5,0.5,0.07,1,-5.0,0.0,0,0.333,0,0,0,0.0,0.0,68.16,68.16,0,1,0,0,0.22,0.0,0.05,0.5,0.0,0.5375,170.83,22,22,1
0.0,0.0,0,1.862,151.92,0.0,589,0.141,30,0.0,0.0,0.03,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,282.8,282.8,0,1,0,0,0.15,0.0,0.04,0.0,0.0,0.6205,0.0,30,30,0
1.0,0.5385,2,0.779,294.02,317.46,189,2.063,14,0.5385,0.3333,0.03,0,4.615,100.0,0,0.857,0,0,0,1.59,951.65,229.09,229.09,0,3,1,2,2.06,1.0,0.48,0.5385,0.6667,0.6413,317.46,14,14,1
0.0,0.0,0,1.186,380.27,0.0,781,0.123,29,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,451.18,451.18,0,1,0,0,0.12,0.0,0.03,0.0,0.0,0.3955,0.0,29,29,0
0.0,0.3333,0,0.96,365.83,435.43,334,0.264,3,0.3333,0.0,0.1,0,-3.333,0.0,0,1.0,0,0,0,0.0,0.0,351.02,351.02,1,1,0,0,0.27,0.0,0.06,0.3333,0.0,0.7166,435.43,3,3,0
0.0,0.0,0,1.301,343.7,0.0,443,0.807,8,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,2.745,0.0,447.1,447.1,0,3,0,0,0.74,0.0,0.17,0.0,0.0,0.1183,0.0,8,8,0
0.0,0.0,0,1.021,148.93,0.0,76,1.029,7,0.0,0.0,0.03,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,152.02,152.02,1,2,0,0,1.58,0.0,0.36,0.0,0.0,0.2552,0.0,7,7,0
0.0,0.0,0,1.121,268.2,0.0,29,3.83,23,0.0,0.0,0.05,1,0.0,10.0,0,0.0,0,0,1,0.711,0.0,300.69,300.69,0,5,0,0,5.17,0.0,1.19,0.0,0.0,0.2242,0.0,23,23,1
0.0,0.0,0,0.847,306.95,0.0,46,0.997,15,0.0,0.0,0.08,0,0.0,10.0,0,0.0,0,0,0,1.003,0.0,260.04,260.04,1,3,0,0,1.96,0.0,0.45,0.0,0.0,0.2824,0.0,15,15,0
0.0,0.0909,0,1.372,205.13,52.57,610,0.56,22,0.0909,0.5,0.12,0,-0.909,0.0,0,0.0,0,0,0,0.0,0.0,281.48,281.48,0,1,0,0,0.54,0.0,0.12,0.0909,0.0,0.148,52.57,22,22,0
0.333,0.1111,1,0.363,136.22,178.68,416,0.649,15,0.1111,0.0,0.2,0,2.222,54.4,0,0.0,0,0,0,6.433,178.68,49.48,49.48,0,3,1,1,0.65,0.33,0.15,0.1111,0.3333,0.1861,178.68,15,15,0
0.0,0.0,0,1.125,362.74,0.0,57,0.984,17,0.0,0.0,0.05,1,0.0,10.0,0,0.0,0,0,0,1.018,0.0,407.92,407.92,0,1,0,0,1.05,0.0,0.24,0.0,0.0,0.5623,0.0,17,17,1
0.333,0.1429,0,0.713,278.91,349.07,129,1.286,6,0.1429,0.0,0.2,0,1.905,48.1,0,1.0,0,0,0,0.75,0.0,198.86,198.86,1,2,0,0,1.63,0.33,0.38,0.1429,0.0,0.2807,349.07,6,6,0
0.667,0.5,1,0.387,285.6,317.4,130,0.306,6,0.5,0.3333,0.08,0,1.667,43.3,0,0.5,0,0,0,0.0,171.23,110.56,110.56,1,1,0,1,0.92,0.67,0.21,0.5,1.0,0.6524,317.4,6,6,1
1.0,0.3333,2,0.558,234.15,192.82,180,2.473,26,0.3333,0.0,0.1,0,6.667,100.0,0,0.4,0,0,0,2.533,330.1,130.74,130.74,1,5,1,2,2.5,1.0,0.58,0.3333,0.4,0.3117,192.82,26,26,1
2.0,0.5455,3,1.318,219.74,184.76,65,5.493,23,0.5455,0.5,0.1,1,14.545,100.0,0,0.333,0,0,0,1.171,487.67,289.57,289.57,0,5,0,3,5.08,2.0,1.17,0.5455,0.6,0.5784,184.76,23,23,1
0.0,0.0,0,1.711,194.37,0.0,185,1.459,17,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,2.583,0.0,332.57,332.57,0,3,0,0,1.46,0.0,0.34,0.0,0.0,0.1901,0.0,17,17,0
0.333,0.25,0,0.212,255.32,475.86,65,0.87,27,0.25,0.0,0.08,0,0.833,26.7,0,1.0,0,0,0,1.16,0.0,54.23,54.23,0,2,0,0,1.85,0.33,0.43,0.25,0.0,0.519,475.86,27,27,1
0.667,0.4,2,0.331,235.94,225.9,72,1.985,9,0.4,0.0,0.05,1,2.667,63.3,0,0.5,0,0,0,0.442,451.8,78.05,78.05,0,2,0,2,2.08,0.67,0.48,0.4,1.0,0.4491,225.9,9,9,1
0.0,0.0,0,0.704,148.01,0.0,42,2.143,7,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,1.0,0.0,104.18,104.18,3,3,0,0,2.14,0.0,0.49,0.0,0.0,0.2346,0.0,7,7,1
0.0,0.1667,0,0.965,287.93,398.77,375,0.628,12,0.1667,0.0,0.1,0,-1.667,0.0,0,1.0,0,0,0,0.0,0.0,277.91,277.91,0,1,0,0,0.48,0.0,0.11,0.1667,0.0,0.3917,398.77,12,12,1
0.333,0.375,1,1.162,193.81,210.54,252,0.962,17,0.375,0.3333,0.2,0,-0.417,1.7,0,0.333,0,0,0,1.043,38.04,225.28,225.28,0,3,1,1,0.95,0.33,0.22,0.375,0.3333,0.5527,210.54,17,17,1
0.0,0.0,0,2.548,191.98,0.0,19,9.31,13,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,1,1.0,0.0,489.19,489.19,0,6,0,0,9.47,0.0,2.19,0.0,0.0,0.4247,0.0,13,13,0
0.333,0.3333,1,0.789,272.92,311.99,39,4.432,18,0.3333,0.0,0.2,0,0.0,10.0,0,1.0,0,0,0,2.256,311.99,215.26,215.26,1,3,0,1,2.31,0.33,0.53,0.3333,0.3333,0.644,311.99,18,18,0
0.333,0.2857,1,1.548,258.8,318.06,348,0.507,27,0.2857,0.0,0.1,0,0.476,19.5,0,0.5,0,0,0,0.0,197.06,400.69,400.69,1,4,1,1,0.6,0.33,0.14,0.2857,0.25,0.5723,318.06,27,27,1
0.0,0.0,0,0.497,259.75,0.0,24,6.154,8,0.0,0.0,0.2,1,0.0,10.0,0,0.0,0,0,1,0.9,0.0,129.22,129.22,3,6,0,0,7.5,0.0,1.73,0.0,0.0,0.0829,0.0,8,8,1
0.0,0.0,0,1.039,474.52,0.0,335,0.256,3,0.0,0.0,0.08,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,492.88,492.88,1,1,0,0,0.18,0.0,0.04,0.0,0.0,0.5193,0.0,3,3,1
0.0,0.0,0,1.355,264.3,0.0,374,1.082,17,0.0,0.0,0.2,0,0.0,10.0,0,0.0,1,0,0,1.979,0.0,358.11,358.11,1,3,0,0,1.04,0.0,0.24,0.0,0.0,0.1042,0.0,17,17,0
0.0,0.3333,0,1.092,427.71,361.02,970,0.092,17,0.3333,0.0,0.12,0,-3.333,0.0,0,1.0,0,0,0,15.833,0.0,466.96,466.96,0,1,0,0,0.09,0.0,0.02,0.3333,0.0,0.6453,361.02,17,17,0
1.0,0.4286,2,0.337,261.1,234.92,87,2.845,26,0.4286,0.5,0.08,0,5.714,100.0,1,0.667,0,0,0,1.638,319.61,87.96,87.96,0,4,2,2,2.41,1.0,0.56,0.4286,0.5,0.4337,234.92,26,26,1
0.667,0.5,0,1.089,213.75,152.22,151,0.809,7,0.5,0.0,0.12,0,1.667,43.3,0,0.333,0,0,0,0.0,0.0,232.83,232.83,1,2,0,0,1.19,0.67,0.28,0.5,0.0,0.5376,152.22,7,7,1
0.0,0.0,0,0.998,440.06,0.0,137,0.4,13,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,438.99,438.99,0,1,0,0,0.44,0.0,0.1,0.0,0.0,0.4988,0.0,13,13,0
0.333,0.6,0,1.106,262.44,253.83,227,0.474,5,0.6,0.0,0.2,0,-2.667,0.0,0,0.667,0,0,0,0.0,0.0,290.24,290.24,2,2,0,0,0.66,0.33,0.15,0.6,0.0,0.8015,253.83,5,5,0
0.0,0.0,0,0.956,369.22,0.0,135,0.327,19,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,353.01,353.01,0,1,0,0,0.67,0.0,0.15,0.0,0.0,0.3187,0.0,19,19,0
0.667,0.6667,0,0.88,380.52,403.29,74,0.497,5,0.6667,0.6667,0.1,0,0.0,10.0,0,1.0,0,0,0,0.0,0.0,334.96,334.96,1,1,0,0,1.22,0.67,0.28,0.6667,0.0,1.0,403.29,5,5,1
0.333,0.1667,0,0.43,338.78,489.27,127,1.646,23,0.1667,0.0,0.2,0,1.667,43.3,0,1.0,0,0,0,2.233,0.0,145.62,145.62,0,2,0,0,1.42,0.33,0.33,0.1667,0.0,0.3123,489.27,23,23,0
0.667,0.2,0,0.556,188.74,176.66,140,2.368,19,0.2,0.0,0.12,0,4.667,100.0,0,0.5,0,0,0,2.033,0.0,104.88,104.88,2,4,0,0,2.14,0.67,0.49,0.2,0.0,0.2428,176.66,19,19,0
0.0,0.0,0,0.844,265.82,0.0,309,0.425,20,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,2.459,0.0,224.41,224.41,0,1,0,0,0.39,0.0,0.09,0.0,0.0,0.2111,0.0,20,20,0
0.333,0.3333,0,1.285,333.11,380.66,239,0.379,25,0.3333,0.25,0.08,0,0.0,10.0,0,1.0,0,0,0,2.846,0.0,428.08,428.08,0,1,0,0,0.75,0.33,0.17,0.3333,0.0,0.5951,380.66,25,25,1
0.0,0.0,0,0.836,234.85,0.0,423,0.944,17,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,2.306,0.0,196.44,196.44,0,2,0,0,0.85,0.0,0.2,0.0,0.0,0.0697,0.0,17,17,0
0.333,0.1667,1,1.531,282.56,338.96,630,0.571,13,0.1667,0.0,0.07,0,1.667,43.3,0,1.0,0,0,0,20.033,275.81,432.68,432.68,2,6,0,1,0.57,0.33,0.13,0.1667,0.1667,0.3275,338.96,13,13,0
0.0,0.0,0,1.0,160.51,0.0,23,0.303,7,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,1,0.0,0.0,160.51,160.51,1,1,0,0,1.3,0.0,0.3,0.0,0.0,1.0,0.0,7,7,0
0.333,0.1,0,1.526,269.3,250.35,157,1.545,8,0.1,0.0,0.1,0,2.333,56.7,0,1.0,0,0,0,0.0,0.0,410.84,410.84,0,2,0,0,1.91,0.33,0.44,0.1,0.0,0.2455,250.35,8,8,0
0.0,0.0,0,1.779,234.17,0.0,38,0.579,16,0.0,0.0,0.12,1,0.0,10.0,0,0.0,0,0,0,3.947,0.0,416.6,416.6,0,2,0,0,1.58,0.0,0.36,0.0,0.0,0.8895,0.0,16,16,1
0.333,0.2,0,0.171,284.65,287.49,104,1.019,18,0.2,0.0,0.2,1,1.333,36.7,0,1.0,0,0,0,0.0,0.0,48.61,48.61,0,1,0,0,1.44,0.33,0.33,0.2,0.0,0.2362,287.49,18,18,1
0.0,0.3,0,1.604,212.36,267.84,674,0.459,29,0.3,0.0,0.03,0,-3.0,0.0,0,0.667,0,0,0,0.0,0.0,340.71,340.71,0,2,0,0,0.45,0.0,0.1,0.3,0.0,0.5388,267.84,29,29,0
0.0,0.0,0,0.71,372.4,0.0,75,0.396,28,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,264.34,264.34,1,2,0,0,1.2,0.0,0.28,0.0,0.0,0.2366,0.0,28,28,0
0.0,0.125,0,0.93,160.69,40.47,849,0.285,20,0.125,0.0,0.05,0,-1.25,0.0,0,0.0,0,0,0,0.0,0.0,149.43,149.43,0,2,0,0,0.28,0.0,0.07,0.125,0.0,0.1477,40.47,20,20,0
0.0,0.0,0,0.537,209.05,0.0,30,2.979,16,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,1.48,0.0,112.34,112.34,1,4,0,0,4.0,0.0,0.92,0.0,0.0,0.1343,0.0,16,16,0
0.333,0.25,1,0.638,228.22,263.22,62,1.654,29,0.25,0.0,0.05,0,0.833,26.7,0,1.0,0,0,0,0.0,263.22,145.57,145.57,1,2,0,1,1.94,0.33,0.45,0.25,0.5,0.4478,263.22,29,29,1
0.0,0.0,0,1.344,279.76,0.0,202,1.284,16,0.0,0.0,0.12,0,0.0,10.0,0,0.0,1,0,0,0.757,0.0,376.11,376.11,0,2,0,0,1.34,0.0,0.31,0.0,0.0,0.1494,0.0,16,16,0
0.0,0.5,0,0.799,366.78,440.57,180,0.453,23,0.5,0.0,0.07,0,-5.0,0.0,0,1.0,0,0,0,0.0,0.0,292.98,292.98,0,1,0,0,0.33,0.0,0.08,0.5,0.0,1.0,440.57,23,23,1
1.0,0.5,0,1.425,251.59,181.02,204,1.044,3,0.5,0.6667,0.2,1,5.0,100.0,0,0.25,0,0,0,0.0,0.0,358.56,358.56,1,1,0,0,1.18,1.0,0.27,0.5,0.0,0.5379,181.02,3,3,1
0.333,0.3333,1,0.205,258.78,428.45,102,1.121,8,0.3333,0.5,0.12,0,0.0,10.0,0,1.0,0,0,0,0.0,428.45,53.02,53.02,0,1,0,1,0.88,0.33,0.2,0.3333,1.0,0.6202,428.45,8,8,1
0.0,0.0,0,0.958,242.28,0.0,116,0.707,28,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,1.483,0.0,232.02,232.02,0,1,0,0,0.52,0.0,0.12,0.0,0.0,0.4788,0.0,28,28,0
0.0,0.3333,0,1.503,290.75,286.07,456,0.134,14,0.3333,0.0,0.03,0,-3.333,0.0,0,1.0,0,0,0,9.633,0.0,436.87,436.87,0,1,0,0,0.2,0.0,0.05,0.3333,0.0,0.8288,286.07,14,14,0
0.333,0.25,1,1.316,351.58,373.86,440,0.231,17,0.25,0.0,0.07,0,0.833,26.7,0,1.0,0,0,0,0.0,373.86,462.65,462.65,0,2,0,1,0.27,0.33,0.06,0.25,0.5,0.5948,373.86,17,17,1
0.333,0.4286,0,0.569,192.89,68.68,242,0.827,20,0.4286,0.3333,0.12,0,-0.952,0.0,0,0.0,0,0,0,2.656,0.0,109.84,109.84,0,1,0,0,0.87,0.33,0.2,0.4286,0.0,0.2339,68.68,20,20,1
0.0,0.0,0,0.665,293.37,0.0,103,0.785,7,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,195.13,195.13,1,2,0,0,0.58,0.0,0.13,0.0,0.0,0.3326,0.0,7,7,1
1.0,0.2308,3,0.97,312.48,299.97,33,8.077,21,0.2308,0.25,0.05,1,7.692,100.0,0,1.0,0,0,0,0.2,899.9,303.1,303.1,0,11,1,3,11.82,1.0,2.73,0.2308,0.2727,0.2961,299.97,21,21,1
0.667,0.5714,0,0.343,241.93,290.97,337,0.655,29,0.5714,0.5,0.03,0,0.952,29.0,0,0.5,0,0,0,1.592,0.0,83.06,83.06,0,1,0,0,0.62,0.67,0.14,0.5714,0.0,0.7363,290.97,29,29,1
0.333,0.0833,0,0.547,270.12,107.5,620,0.568,4,0.0833,0.0,0.12,0,2.5,60.0,0,0.0,1,0,0,4.027,0.0,147.69,147.69,2,2,0,0,0.58,0.33,0.13,0.0833,0.0,0.0787,107.5,4,4,0
1.0,0.6,0,0.937,350.75,369.19,205,0.636,12,0.6,0.5,0.12,0,4.0,90.0,0,1.0,0,0,0,0.0,0.0,328.79,328.79,0,1,0,0,0.73,1.0,0.17,0.6,0.0,0.819,369.19,12,12,1
0.0,0.2857,0,2.158,197.63,311.17,387,0.763,2,0.2857,0.0,0.12,1,-2.857,0.0,0,1.0,0,0,0,1.339,0.0,426.56,426.56,1,2,0,0,0.54,0.0,0.13,0.2857,0.0,0.7582,311.17,2,2,1
0.0,0.0,0,1.0,106.81,0.0,33,1.044,14,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,0.955,0.0,106.81,106.81,0,1,0,0,0.91,0.0,0.21,0.0,0.0,1.0,0.0,14,14,1
0.667,0.6,1,1.256,154.63,120.14,200,0.521,3,0.6,0.5,0.2,0,0.667,23.3,0,0.0,0,0,0,0.0,40.07,194.17,194.17,1,1,0,1,0.75,0.67,0.17,0.6,1.0,0.7173,120.14,3,3,1
0.0,0.0,0,0.833,391.36,0.0,34,1.304,8,0.0,0.0,0.12,1,0.0,10.0,0,0.0,0,0,0,0.733,0.0,325.91,325.91,0,2,0,0,1.76,0.0,0.41,0.0,0.0,0.4164,0.0,8,8,1
0.667,0.5,0,1.863,260.48,290.63,677,0.532,19,0.5,0.5,0.2,0,1.667,43.3,0,0.667,0,0,0,1.961,0.0,485.25,485.25,0,1,0,0,0.53,0.67,0.12,0.5,0.0,0.7131,290.63,19,19,1
0.333,0.1818,0,1.291,328.17,416.01,127,2.459,28,0.1818,0.0,0.08,1,1.515,40.3,0,1.0,0,0,0,0.0,0.0,423.73,423.73,2,4,0,0,2.6,0.33,0.6,0.1818,0.0,0.3479,416.01,28,28,1
0.333,0.6,0,0.896,326.17,321.34,557,0.259,30,0.6,0.5,0.07,0,-2.667,0.0,0,1.0,0,0,0,0.0,0.0,292.2,292.2,0,1,0,0,0.27,0.33,0.06,0.6,0.0,0.7703,321.34,30,30,1
0.0,0.3333,0,1.135,295.51,367.94,252,0.428,29,0.3333,0.0,0.08,1,-3.333,0.0,0,1.0,1,0,0,2.45,0.0,335.34,335.34,0,1,0,0,0.71,0.0,0.16,0.3333,0.0,0.6042,367.94,29,29,1
0.667,0.3333,1,2.648,171.98,143.4,43,2.553,6,0.3333,0.5,0.1,1,3.333,76.7,0,0.5,0,0,0,1.233,265.48,455.35,455.35,1,2,0,1,4.19,0.67,0.97,0.3333,0.5,0.7192,143.4,6,6,1
0.0,0.0,0,1.448,186.43,0.0,52,0.61,16,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,269.87,269.87,0,1,0,0,1.15,0.0,0.27,0.0,0.0,0.7238,0.0,16,16,0
0.667,0.1429,0,0.196,263.59,221.49,123,3.415,2,0.1429,0.0,0.07,0,5.238,100.0,0,0.5,0,0,0,0.845,0.0,51.66,51.66,3,3,0,0,3.41,0.67,0.79,0.1429,0.0,0.134,221.49,2,2,0
0.667,0.3333,1,0.921,251.79,300.18,442,0.571,6,0.3333,0.3333,0.1,1,3.333,76.7,0,0.667,0,0,0,1.833,101.19,231.8,231.8,2,4,1,1,0.61,0.67,0.14,0.3333,0.25,0.4997,300.18,6,6,1
0.333,0.25,0,1.914,175.88,68.32,119,0.593,4,0.25,0.0,0.03,1,0.833,26.7,0,0.0,0,0,0,1.738,0.0,336.56,336.56,1,1,0,0,1.01,0.33,0.23,0.25,0.0,0.5755,68.32,4,4,1
0.0,0.6667,0,1.375,326.07,264.93,513,0.156,12,0.6667,0.0,0.07,0,-6.667,0.0,0,0.5,0,0,0,0.0,0.0,448.36,448.36,0,1,0,0,0.18,0.0,0.04,0.6667,0.0,1.0,264.93,12,12,1
0.0,0.0,0,0.391,284.82,0.0,165,1.075,10,0.0,0.0,0.07,0,0.0,10.0,0,0.0,0,0,0,0.924,0.0,111.26,111.26,1,3,0,0,0.73,0.0,0.17,0.0,0.0,0.0977,0.0,10,10,0
0.0,0.0,0,0.867,346.71,0.0,221,0.206,4,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,300.73,300.73,1,2,0,0,0.27,0.0,0.06,0.0,0.0,0.4337,0.0,4,4,0
0.0,0.0,0,1.121,152.38,0.0,424,0.57,5,0.0,0.0,0.08,0,0.0,10.0,0,0.0,0,0,0,1.817,0.0,170.84,170.84,1,1,0,0,0.5,0.0,0.11,0.0,0.0,0.1602,0.0,5,5,0
0.333,0.4,1,0.712,376.94,355.64,216,0.359,11,0.4,0.5,0.12,1,-0.667,0.0,0,1.0,0,0,0,3.013,279.62,268.38,268.38,1,2,1,1,0.69,0.33,0.16,0.4,0.5,0.5198,355.64,11,11,1
0.0,0.0,0,0.666,233.08,0.0,214,0.365,23,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,155.12,155.12,0,1,0,0,0.42,0.0,0.1,0.0,0.0,0.2218,0.0,23,23,0
0.0,0.5714,0,0.957,188.42,225.95,599,0.313,30,0.5714,0.5,0.2,0,-5.714,0.0,0,0.5,0,0,0,0.0,0.0,180.3,180.3,0,1,0,0,0.35,0.0,0.08,0.5714,0.0,0.8219,225.95,30,30,1
0.0,0.0,0,1.755,168.48,0.0,141,3.191,23,0.0,0.0,0.05,0,0.0,10.0,0,0.0,0,0,0,1.345,0.0,295.74,295.74,2,4,0,0,3.19,0.0,0.74,0.0,0.0,0.117,0.0,23,23,0
